Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	ShopBuyPrice	ShopSellPrice	RefinedVnum	RefineSet	67AttrMaterial	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	ApplyType3	ApplyValue3	Value0	Value1	Value2	Value3	Value4	Value5	Value6	Value7	Value8	Value9	Specular	GainSocketPercent	AddonType
5081	Ã¶»ç·É+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	200000	5082	128	39074	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	5	0	0	0	0	0	3	0
5082	Ã¶»ç·É+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	220000	5083	129	39074	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	10	0	0	0	0	0	3	0
5083	Ã¶»ç·É+3	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	250000	5084	130	39074	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	15	0	0	0	0	0	3	0
5084	Ã¶»ç·É+4	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	300000	5085	131	39074	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	20	0	0	0	0	30	3	0
5085	Ã¶»ç·É+5	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	375000	5086	132	39074	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	27	0	0	0	0	40	3	0
5086	Ã¶»ç·É+6	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	490000	5087	133	39074	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	35	0	0	0	0	50	3	0
5087	Ã¶»ç·É+7	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	660000	5088	134	39074	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	44	0	0	0	0	65	3	0
5088	Ã¶»ç·É+8	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	925000	5089	135	39074	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	54	0	0	0	0	80	3	0
5089	Ã¶»ç·É+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	1385000	0	0	39074	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	76	104	65	0	0	0	0	100	3	0
5090	³úÁ¶·É+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	360000	5091	127	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	47	77	91	129	0	0	0	0	0	0	3	0
5091	³úÁ¶·É+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	395000	5092	128	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	44	76	91	129	8	0	0	0	0	0	3	0
5092	³úÁ¶·É+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	435000	5093	129	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	40	74	91	129	17	0	0	0	0	0	3	0
5093	³úÁ¶·É+3	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	500000	5094	130	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	39	73	91	129	27	0	0	0	0	0	3	0
5094	³úÁ¶·É+4	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	600000	5095	131	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	37	72	91	129	38	0	0	0	0	30	3	0
5095	³úÁ¶·É+5	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	750000	5096	132	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	33	70	91	129	50	0	0	0	0	40	3	0
5096	³úÁ¶·É+6	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	975000	5097	133	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	26	67	91	129	63	0	0	0	0	50	3	0
5097	³úÁ¶·É+7	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1320000	5098	134	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	16	61	91	129	77	0	0	0	0	65	3	0
5098	³úÁ¶·É+8	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1845000	5099	135	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	-1	53	91	129	102	0	0	0	0	80	3	0
5099	³úÁ¶·É+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2770000	0	0	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	-25	41	91	129	137	0	0	0	0	100	3	0
5100	ÁøÃµ·É+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	360000	5101	127	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	0	0	0	0	0	0	3	0
5101	ÁøÃµ·É+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	395000	5102	128	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	6	0	0	0	0	0	3	0
5102	ÁøÃµ·É+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	435000	5103	129	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	13	0	0	0	0	0	3	0
5103	ÁøÃµ·É+3	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	500000	5104	130	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	21	0	0	0	0	0	3	0
5104	ÁøÃµ·É+4	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	600000	5105	131	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	30	0	0	0	0	30	3	0
5105	ÁøÃµ·É+5	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	750000	5106	132	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	40	0	0	0	0	40	3	0
5106	ÁøÃµ·É+6	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	975000	5107	133	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	51	0	0	0	0	50	3	0
5107	ÁøÃµ·É+7	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1320000	5108	134	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	63	0	0	0	0	65	3	0
5108	ÁøÃµ·É+8	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1845000	5109	135	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	76	0	0	0	0	80	3	0
5109	ÁøÃµ·É+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2770000	5330	501	39074	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	90	0	0	0	0	100	3	0
5110	»óÈ²·É+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	15000	30000	5111	352	39078	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	0	0	0	0	0	0	3	-1
5111	»óÈ²·É+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	15000	33000	5112	353	39078	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	6	0	0	0	0	0	3	-1
5112	»óÈ²·É+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	15000	36500	5113	354	39078	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	11	0	0	0	0	0	3	-1
5113	»óÈ²·É+3	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	15000	41500	5114	355	39078	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	17	0	0	0	0	0	3	-1
5114	»óÈ²·É+4	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	15000	50000	5115	356	39078	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	22	0	0	0	0	30	3	-1
5115	»óÈ²·É+5	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	15000	62500	5116	357	39078	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	30	0	0	0	0	40	3	-1
5116	»óÈ²·É+6	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	15000	81500	5117	358	39078	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	38	0	0	0	0	50	3	-1
5117	»óÈ²·É+7	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	15000	110000	5118	359	39078	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	48	0	0	0	0	65	3	-1
5118	»óÈ²·É+8	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	15000	154000	5119	360	39078	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	58	0	0	0	0	80	3	-1
5119	»óÈ²·É+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	15000	231000	0	0	39078	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	35	60	50	70	70	0	0	0	0	100	3	-1
5120	Ã»Á×·É+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	360000	5121	127	39079	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	17	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	0	0	0	0	0	0	3	-1
5121	Ã»Á×·É+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	395000	5122	128	39079	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	8	0	0	0	0	0	3	-1
5122	Ã»Á×·É+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	435000	5123	129	39079	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	17	0	0	0	0	0	3	-1
5123	Ã»Á×·É+3	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	500000	5124	130	39079	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	27	0	0	0	0	0	3	-1
5124	Ã»Á×·É+4	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	600000	5125	131	39079	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	21	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	38	0	0	0	0	30	3	-1
5125	Ã»Á×·É+5	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	750000	5126	132	39079	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	50	0	0	0	0	40	3	-1
5126	Ã»Á×·É+6	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	975000	5127	133	39079	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	23	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	63	0	0	0	0	50	3	-1
5127	Ã»Á×·É+7	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1320000	5128	134	39079	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	77	0	0	0	0	65	3	-1
5128	Ã»Á×·É+8	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1845000	5129	135	39079	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	25	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	102	0	0	0	0	80	3	-1
5129	Ã»Á×·É+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2770000	0	0	39079	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	26	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	70	80	72	108	137	0	0	0	0	100	3	-1
5130	»ç½Å·É+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	360000	5131	127	39073	15	LEVEL	52	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	47	77	91	129	0	0	0	0	0	0	3	0
5131	»ç½Å·É+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	395000	5132	128	39073	15	LEVEL	52	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	44	76	91	129	8	0	0	0	0	0	3	0
5132	»ç½Å·É+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	435000	5133	129	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	40	74	91	129	17	0	0	0	0	0	3	0
5133	»ç½Å·É+3	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	500000	5134	130	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	39	73	91	129	27	0	0	0	0	0	3	0
5134	»ç½Å·É+4	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	600000	5135	131	39073	15	LEVEL	56	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	37	72	91	129	38	0	0	0	0	30	3	0
5135	»ç½Å·É+5	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	750000	5136	132	39073	15	LEVEL	56	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	33	70	91	129	50	0	0	0	0	40	3	0
5136	»ç½Å·É+6	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	975000	5137	133	39073	15	LEVEL	58	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	26	67	91	129	63	0	0	0	0	50	3	0
5137	»ç½Å·É+7	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1320000	5138	134	39073	15	LEVEL	58	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	16	61	91	129	77	0	0	0	0	65	3	0
5138	»ç½Å·É+8	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1845000	5139	135	39073	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	-1	53	91	129	102	0	0	0	0	80	3	0
5139	»ç½Å·É+9	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2770000	0	0	39073	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	-25	41	91	129	137	0	0	0	0	100	3	0
5140	¿ë¾Æ·É+0	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	360000	5141	127	39073	15	LEVEL	52	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	0	0	0	0	0	0	3	0
5141	¿ë¾Æ·É+1	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	395000	5142	128	39073	15	LEVEL	52	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	6	0	0	0	0	0	3	0
5142	¿ë¾Æ·É+2	ITEM_WEAPON	WEAPON_BELL	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	435000	5143	129	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	65	75	72	108	13	0	0	0	0	0	3	0
